NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)
ARHGEF28	1	ARHGEF28
ARHGEF3	1	ARHGEF3
ARHGEF33	1	ARHGEF33
ARHGEF34P	1	ARHGEF34P
ARHGEF35	1	ARHGEF35
ARHGEF37	1	ARHGEF37
ARHGEF39	1	ARHGEF39
ARHGEF4	1	ARHGEF4
ARHGEF5	1	ARHGEF5
ARHGEF6	1	ARHGEF6
ARHGEF7	1	ARHGEF7
ARHGEF7-AS2	1	ARHGEF7-AS2
ARID1A	1	ARID1A
ARID1B	1	ARID1B
ARID2	1	ARID2
ARID3A	1	ARID3A
ARID3B	1	ARID3B
ARID3C	1	ARID3C
ARID4A	1	ARID4A
ARID4B	1	ARID4B
ARID5A	1	ARID5A
ARID5B	1	ARID5B
ARIH1	1	ARIH1
ARIH2	1	ARIH2
ARIH2OS	1	ARIH2OS
ARL1	1	ARL1
ARL10	1	ARL10
ARL13B	1	ARL13B
ARL14EP	1	ARL14EP
ARL15	1	ARL15
ARL16	1	ARL16
ARL17A	1	ARL17A
ARL17B	1	ARL17B
ARL2	1	ARL2
ARL2BP	1	ARL2BP
ARL3	1	ARL3
ARL4A	1	ARL4A
ARL4C	1	ARL4C
ARL4D	1	ARL4D
ARL5B	1	ARL5B
ARL6	1	ARL6
ARL6IP1	1	ARL6IP1
ARL6IP4	1	ARL6IP4
ARL6IP5	1	ARL6IP5
ARL6IP6	1	ARL6IP6
ARL8A	1	ARL8A
ARL8B	1	ARL8B
ARL9	1	ARL9
ARLNC1	1	ARLNC1
ARMC1	1	ARMC1
ARMC10	1	ARMC10
ARMC12	1	ARMC12
ARMC2	1	ARMC2
ARMC5	1	ARMC5
ARMC6	1	ARMC6
ARMC7	1	ARMC7
ARMC8	1	ARMC8
ARMC9	1	ARMC9
ARMCX1	1	ARMCX1
ARMCX2	1	ARMCX2
ARMCX3	1	ARMCX3
ARMCX4	1	ARMCX4
ARMCX5	1	ARMCX5
ARMCX5-GPRASP2	1	ARMCX5-GPRASP2
ARMCX6	1	ARMCX6
ARMH1	1	ARMH1
ARMH3	1	ARMH3
ARMH4	1	ARMH4
ARMT1	1	ARMT1
ARNT	1	ARNT
ARNT2	1	ARNT2
ARPC1A	1	ARPC1A
ARPC1B	1	ARPC1B
ARPC2	1	ARPC2
ARPC3	1	ARPC3
ARPC4	1	ARPC4
ARPC5	1	ARPC5
ARPC5L	1	ARPC5L
ARPIN	1	ARPIN
ARPP19	1	ARPP19
ARPP21	1	ARPP21
ARRB1	1	ARRB1
ARRB2	1	ARRB2
ARRDC1	1	ARRDC1
ARRDC1-AS1	1	ARRDC1-AS1
ARRDC2	1	ARRDC2
ARRDC3	1	ARRDC3
ARRDC3-AS1	1	ARRDC3-AS1
ARRDC4	1	ARRDC4
ARSB	1	ARSB
ARSD	1	ARSD
ARSG	1	ARSG
ARSI	1	ARSI
ARSJ	1	ARSJ
ARSK	1	ARSK
ARSL	1	ARSE
ARV1	1	ARV1
ARVCF	1	ARVCF
ASAH1	1	ASAH1
ASAH1-AS1	1	LOC101929066
ASAH2	1	ASAH2
ASAH2B	1	ASAH2B
ASAP1	1	ASAP1
ASAP2	1	ASAP2
ASAP3	1	ASAP3
ASB1	1	ASB1
ASB13	1	ASB13
ASB14	1	ASB14
ASB16-AS1	1	ASB16-AS1
ASB3	1	ASB3
ASB5	1	ASB5
ASB6	1	ASB6
ASB7	1	ASB7
ASB8	1	ASB8
ASB9	1	ASB9
ASCC1	1	ASCC1
ASCC2	1	ASCC2
ASCC3	1	ASCC3
ASF1A	1	ASF1A
ASF1B	1	ASF1B
ASGR1	1	ASGR1
ASH1L	1	ASH1L
ASH1L-AS1	1	ASH1L-AS1
ASH2L	1	ASH2L
ASIC1	1	ASIC1
ASIC3	1	ASIC3
ASL	1	ASL
ASMT	1	ASMT
ASMTL	1	ASMTL
ASMTL-AS1	1	ASMTL-AS1
ASNS	1	ASNS
ASNSD1	1	ASNSD1
ASNSP1	1	ASNSP1
ASPA	1	ASPA
ASPH	1	ASPH
ASPHD1	1	ASPHD1
ASPHD2	1	ASPHD2
ASPM	1	ASPM
ASPN	1	ASPN
ASPRV1	1	ASPRV1
ASPSCR1	1	ASPSCR1
ASRGL1	1	ASRGL1
ASS1	1	ASS1
ASTE1	1	ASTE1
ASTN2	1	ASTN2
ASXL1	1	ASXL1
ASXL2	1	ASXL2
ASXL3	1	ASXL3
ATAD1	1	ATAD1
ATAD2	1	ATAD2
ATAD2B	1	ATAD2B
ATAD3A	1	ATAD3A
ATAD3B	1	ATAD3B
ATAD5	1	ATAD5
ATAT1	1	ATAT1
ATE1	1	ATE1
ATE1OSP	1	ATE1-AS1
ATF1	1	ATF1
ATF2	1	ATF2
ATF3	1	ATF3
ATF4	1	ATF4
ATF5	1	ATF5
ATF6	1	ATF6
ATF6B	1	ATF6B
ATF7	1	ATF7
ATF7IP	1	ATF7IP
ATF7IP2	1	ATF7IP2
ATG10	1	ATG10
ATG101	1	ATG101
ATG12	1	ATG12
ATG13	1	ATG13
ATG14	1	ATG14
ATG16L1	1	ATG16L1
ATG16L2	1	ATG16L2
ATG2A	1	ATG2A
ATG2B	1	ATG2B
ATG3	1	ATG3
ATG4A	1	ATG4A
ATG4B	1	ATG4B
ATG4C	1	ATG4C
ATG4D	1	ATG4D
ATG5	1	ATG5
ATG7	1	ATG7
ATG9A	1	ATG9A
ATG9B	1	ATG9B
ATIC	1	ATIC
ATL1	1	ATL1
ATL2	1	ATL2
ATM	1	ATM
ATMIN	1	ATMIN
ATOH8	1	ATOH8
ATOSA	1	FAM214A
ATOSB	1	FAM214B
ATOX1	1	ATOX1
ATP10A	1	ATP10A
ATP10D	1	ATP10D
ATP11A	1	ATP11A
ATP11B	1	ATP11B
ATP11C	1	ATP11C
ATP13A1	1	ATP13A1
ATP13A2	1	ATP13A2
ATP13A3	1	ATP13A3
ATP1A1	1	ATP1A1
ATP1A1-AS1	1	ATP1A1-AS1
ATP1A2	1	ATP1A2
ATP1A3	1	ATP1A3
ATP1B1	1	ATP1B1
ATP1B2	1	ATP1B2
ATP1B3	1	ATP1B3
ATP23	1	ATP23
ATP2A1	1	ATP2A1
ATP2A1-AS1	1	ATP2A1-AS1
ATP2A2	1	ATP2A2
ATP2A3	1	ATP2A3
ATP2B1	1	ATP2B1
ATP2B1-AS1	1	ATP2B1-AS1
ATP2B4	1	ATP2B4
ATP2C1	1	ATP2C1
ATP2C2-AS1	1	ATP2C2-AS1
ATP5F1B	1	ATP5F1B
ATP5F1C	1	ATP5F1C
ATP5F1D	1	ATP5F1D
ATP5F1E	1	ATP5F1E
ATP5IF1	1	ATP5IF1
ATP5MC1	1	ATP5MC1
ATP5MC2	1	ATP5MC2
ATP5MC3	1	ATP5MC3
ATP5ME	1	ATP5ME
ATP5MF	1	ATP5MF
ATP5MG	1	ATP5MG
ATP5MJ	1	ATP5MPL
ATP5MK	1	ATP5MD
ATP5PB	1	ATP5PB
ATP5PD	1	ATP5PD
ATP5PF	1	ATP5PF
ATP6AP1	1	ATP6AP1
ATP6AP1L	1	ATP6AP1L
ATP6AP2	1	ATP6AP2
ATP6V0A1	1	ATP6V0A1
ATP6V0A2	1	ATP6V0A2
ATP6V0B	1	ATP6V0B
ATP6V0C	1	ATP6V0C
ATP6V0D1	1	ATP6V0D1
ATP6V0E1	1	ATP6V0E1
ATP6V0E2	1	ATP6V0E2
ATP6V0E2-AS1	1	ATP6V0E2-AS1
ATP6V1A	1	ATP6V1A
ATP6V1B1	1	ATP6V1B1
ATP6V1B2	1	ATP6V1B2
ATP6V1C1	1	ATP6V1C1
ATP6V1C2	1	ATP6V1C2
ATP6V1D	1	ATP6V1D
ATP6V1E1	1	ATP6V1E1
ATP6V1E2	1	ATP6V1E2
ATP6V1F	1	ATP6V1F
ATP6V1FNB	1	ATP6V1FNB
ATP6V1G2	1	ATP6V1G2
ATP6V1H	1	ATP6V1H
ATP7A	1	ATP7A
ATP7B	1	ATP7B
ATP8A1	1	ATP8A1
ATP8B1	1	ATP8B1
ATP8B1-AS1	1	LOC100505549
ATP8B2	1	ATP8B2
ATP8B3	1	ATP8B3
ATP8B4	1	ATP8B4
ATP8B5P	1	ATP8B5P
ATP9A	1	ATP9A
ATP9B	1	ATP9B
ATPAF1	1	ATPAF1
ATPAF2	1	ATPAF2
ATPSCKMT	1	FAM173B
ATR	1	ATR
ATRAID	1	ATRAID
ATRN	1	ATRN
ATRNL1	1	ATRNL1
ATRX	1	ATRX
ATXN1	1	ATXN1
ATXN1-AS1	1	LOC101928433
ATXN10	1	ATXN10
ATXN1L	1	ATXN1L
ATXN2	1	ATXN2
ATXN2-AS	1	ATXN2-AS
ATXN2L	1	ATXN2L
ATXN3	1	ATXN3
ATXN7	1	ATXN7
ATXN7L1	1	ATXN7L1
ATXN7L2	1	ATXN7L2
ATXN7L3	1	ATXN7L3
ATXN7L3B	1	ATXN7L3B
AUH	1	AUH
AUNIP	1	AUNIP
AUP1	1	AUP1
AURKA	1	AURKA
AURKAIP1	1	AURKAIP1
AURKAP1	1	AURKAP1
AURKB	1	AURKB
AURKC	1	AURKC
AUTS2	1	AUTS2
AVEN	1	AVEN
AVIL	1	AVIL
AVL9	1	AVL9
AVPI1	1	AVPI1
AXDND1	1	AXDND1
AXIN1	1	AXIN1
AXIN2	1	AXIN2
AXL	1	AXL
AZI2	1	AZI2
AZIN2	1	AZIN2
B2M	1	B2M
B3GALNT1	1	B3GALNT1
B3GALNT2	1	B3GALNT2
B3GALT2	1	B3GALT2
B3GALT4	1	B3GALT4
B3GALT5	1	B3GALT5
B3GALT5-AS1	1	B3GALT5-AS1
B3GALT6	1	B3GALT6
B3GALT9	1	B3GNT10
B3GAT3	1	B3GAT3
B3GLCT	1	B3GLCT
B3GNT2	1	B3GNT2
B3GNT4	1	B3GNT4
B3GNT5	1	B3GNT5
B3GNT8	1	B3GNT8
B3GNT9	1	B3GNT9
B3GNTL1	1	B3GNTL1
B4GALNT1	1	B4GALNT1
B4GALNT4	1	B4GALNT4
B4GALT1	1	B4GALT1
B4GALT1-AS1	1	B4GALT1-AS1
B4GALT2	1	B4GALT2
B4GALT3	1	B4GALT3
B4GALT4	1	B4GALT4
B4GALT5	1	B4GALT5
B4GALT6	1	B4GALT6
B4GALT7	1	B4GALT7
B4GAT1	1	B4GAT1
B4GAT1-DT	1	LOC102724064
B9D1	1	B9D1
B9D2	1	B9D2
BAALC	1	BAALC
BABAM1	1	BABAM1
BABAM2	1	BABAM2
BACE1	1	BACE1
BACE1-AS	1	BACE1-AS
BACE2	1	BACE2
BACH1	1	BACH1
BACH2	1	BACH2
BAD	1	BAD
BAG1	1	BAG1
BAG2	1	BAG2
BAG3	1	BAG3
BAG4	1	BAG4
BAG5	1	BAG5
BAG6	1	BAG6
BAHCC1	1	BAHCC1
BAHD1	1	BAHD1
BAIAP2	1	BAIAP2
BAIAP2-DT	1	BAIAP2-DT
BAIAP2L1	1	BAIAP2L1
BAIAP2L2	1	BAIAP2L2
BAIAP3	1	BAIAP3
BAK1	1	BAK1
BAMBI	1	BAMBI
BANF1	1	BANF1
BANK1	1	BANK1
BANP	1	BANP
BAP1	1	BAP1
BARD1	1	BARD1
BASP1	1	BASP1
BASP1-AS1	1	BASP1-AS1
BATF2	1	BATF2
BATF3	1	BATF3
BAX	1	BAX
BAZ1A	1	BAZ1A
BAZ1B	1	BAZ1B
BAZ2A	1	BAZ2A
BAZ2B	1	BAZ2B
BAZ2B-AS1	1	LOC643072
BBC3	1	BBC3
BBIP1	1	BBIP1
BBLN	1	C9orf16
BBOF1	1	BBOF1
BBS1	1	BBS1
BBS10	1	BBS10
BBS12	1	BBS12
BBS2	1	BBS2
BBS4	1	BBS4
BBS5	1	BBS5
BBS7	1	BBS7
BBS9	1	BBS9
BBX	1	BBX
BCAM	1	BCAM
BCAP29	1	BCAP29
BCAP31	1	BCAP31
BCAR1	1	BCAR1
BCAS2	1	BCAS2
BCAS3	1	BCAS3
BCAS4	1	BCAS4
BCAT1	1	BCAT1
BCAT2	1	BCAT2
BCDIN3D	1	BCDIN3D
BCDIN3D-AS1	1	BCDIN3D-AS1
BCHE	1	BCHE
BCKDHB	1	BCKDHB
BCKDK	1	BCKDK
BCL10	1	BCL10
BCL10-AS1	1	LOC646626
BCL2	1	BCL2
BCL2L1	1	BCL2L1
BCL2L11	1	BCL2L11
BCL2L12	1	BCL2L12
BCL2L13	1	BCL2L13
BCL2L2	1	BCL2L2
BCL3	1	BCL3
BCL6	1	BCL6
BCL7A	1	BCL7A
BCL7B	1	BCL7B
BCL7C	1	BCL7C
BCL9	1	BCL9
BCL9L	1	BCL9L
BCLAF1	1	BCLAF1
BCLAF3	1	BCLAF3
BCO2	1	BCO2
BCOR	1	BCOR
BCORL1	1	BCORL1
BCR	1	BCR
BCS1L	1	BCS1L
BDH1	1	BDH1
BDH2	1	BDH2
BDKRB1	1	BDKRB1
BDKRB2	1	BDKRB2
BDNF	1	BDNF
BDNF-AS	1	BDNF-AS
BDP1	1	BDP1
BEAN1	1	BEAN1
BECN1	1	BECN1
BEGAIN	1	BEGAIN
BEND3	1	BEND3
BEND5	1	BEND5
BEND6	1	BEND6
BEND7	1	BEND7
BEST1	1	BEST1
BEST4	1	BEST4
BET1	1	BET1
BET1L	1	BET1L
BEX2	1	BEX2
BEX3	1	BEX3
BEX4	1	BEX4
BEX5	1	BEX5
BFSP1	1	BFSP1
BGN	1	BGN
BHLHE40	1	BHLHE40
BHLHE40-AS1	1	BHLHE40-AS1
BHLHE41	1	BHLHE41
BHMT	1	BHMT
BHMT2	1	BHMT2
BICC1	1	BICC1
BICD1	1	BICD1
BICD2	1	BICD2
BICDL1	1	BICDL1
BICRA	1	BICRA
BICRAL	1	BICRAL
BID	1	BID
BIN1	1	BIN1
BIN3	1	BIN3
BIRC2	1	BIRC2
BIRC3	1	BIRC3
BIRC5	1	BIRC5
BIRC6	1	BIRC6
BISPR	1	BISPR
BIVM	1	BIVM
BLCAP	1	BLCAP
BLID	1	BLID
BLM	1	BLM
BLMH	1	BLMH
BLOC1S1	1	BLOC1S1
BLOC1S2	1	BLOC1S2
BLOC1S4	1	BLOC1S4
BLOC1S6	1	BLOC1S6
BLTP1	1	KIAA1109
BLTP2	1	KIAA0100
BLTP3A	1	UHRF1BP1
BLTP3B	1	UHRF1BP1L
BLVRA	1	BLVRA
BLVRB	1	BLVRB
BLZF1	1	BLZF1
BMAL1	1	ARNTL
BMAL2	1	ARNTL2
BMERB1	1	C16orf45
BMF	1	BMF
BMI1	1	BMI1
BMP1	1	BMP1
BMP2	1	BMP2
BMP2K	1	BMP2K
BMP4	1	BMP4
BMP6	1	BMP6
BMPER	1	BMPER
BMPR1A	1	BMPR1A
BMPR1B	1	BMPR1B
BMPR2	1	BMPR2
BMS1	1	BMS1
BMS1P1	1	BMS1P1
BMS1P14	1	BMS1P14
BMS1P20	1	BMS1P20
BMS1P21	1	BMS1P21
BMS1P4	1	BMS1P4
BMT2	1	BMT2
BNC1	1	BNC1
BNC2	1	BNC2
BNC2-AS1	1	BNC2-AS1
BNIP1	1	BNIP1
BNIP2	1	BNIP2
BNIP3	1	BNIP3
BNIP3L	1	BNIP3L
BNIPL	1	BNIPL
BOC	1	BOC
BOD1	1	BOD1
BOD1L1	1	BOD1L1
BOK	1	BOK
BOLA1	1	BOLA1
BOLA3	1	BOLA3
BOP1	1	BOP1
BORA	1	BORA
BORCS5	1	BORCS5
BORCS6	1	BORCS6
BORCS7	1	BORCS7
BORCS8	1	BORCS8
BPGM	1	BPGM
BPHL	1	BPHL
BPI	1	BPI
BPNT1	1	BPNT1
BPTF	1	BPTF
BRAF	1	BRAF
BRAP	1	BRAP
BRAT1	1	BRAT1
BRCA1	1	BRCA1
BRCA2	1	BRCA2
BRCC3	1	BRCC3
BRD1	1	BRD1
BRD2	1	BRD2
BRD3	1	BRD3
BRD3OS	1	BRD3OS
BRD4	1	BRD4
BRD8	1	BRD8
BRD9	1	BRD9
BRF1	1	BRF1
BRF2	1	BRF2
BRI3	1	BRI3
BRI3BP	1	BRI3BP
BRICD5	1	BRICD5
BRINP1	1	BRINP1
BRINP3	1	BRINP3
BRIP1	1	BRIP1
BRIX1	1	BRIX1
BRK1	1	BRK1
BRME1	1	C19orf57
BRMS1	1	BRMS1
BRMS1L	1	BRMS1L
BROX	1	BROX
BRPF1	1	BRPF1
BRSK1	1	BRSK1
BRSK2	1	BRSK2
BRWD1	1	BRWD1
BRWD1-AS2	1	BRWD1-AS2
BRWD3	1	BRWD3
BSCL2	1	BSCL2
BSDC1	1	BSDC1
BSG	1	BSG
BSN	1	BSN
BSN-DT	1	BSN-DT
BST1	1	BST1
BST2	1	BST2
BTAF1	1	BTAF1
BTBD1	1	BTBD1
BTBD10	1	BTBD10
BTBD2	1	BTBD2
BTBD3	1	BTBD3
BTBD6	1	BTBD6
BTBD7	1	BTBD7
BTBD9	1	BTBD9
BTD	1	BTD
BTF3	1	BTF3
BTF3L4	1	BTF3L4
BTG1	1	BTG1
BTG1-DT	1	LOC101928617
BTG2	1	BTG2
BTG3	1	BTG3
BTG3-AS1	1	BTG3-AS1
BTN2A1	1	BTN2A1
BTN2A2	1	BTN2A2
BTN2A3P	1	BTN2A3P
BTN3A1	1	BTN3A1
BTN3A2	1	BTN3A2
BTN3A3	1	BTN3A3
BTRC	1	BTRC
BUB1	1	BUB1
BUB1B	1	BUB1B
BUB3	1	BUB3
BUD13	1	BUD13
BUD23	1	BUD23
BUD31	1	BUD31
BVES	1	BVES
BVES-AS1	1	BVES-AS1
BYSL	1	BYSL
BZW1	1	BZW1
BZW2	1	BZW2
C10orf105	1	C10orf105
C10orf143	1	C10orf143
C10orf55	1	C10orf55
C10orf82	1	C10orf82
C10orf88	1	C10orf88
C10orf88B	1	LOC399815
C10orf90	1	C10orf90
C10orf95	1	C10orf95
C10orf95-AS1	1	RPARP-AS1
C11orf24	1	C11orf24
C11orf54	1	C11orf54
C11orf58	1	C11orf58
C11orf65	1	C11orf65
C11orf68	1	C11orf68
C11orf71	1	C11orf71
C11orf80	1	C11orf80
C11orf87	1	C11orf87
C11orf91	1	C11orf91
C11orf96	1	C11orf96
C12orf29	1	C12orf29
C12orf4	1	C12orf4
C12orf43	1	C12orf43
C12orf60	1	C12orf60
C12orf75	1	C12orf75
C12orf76	1	C12orf76
C14orf119	1	C14orf119
C14orf132	1	C14orf132
C14orf28	1	C14orf28
C14orf93	1	C14orf93
C15orf39	1	C15orf39
C15orf40	1	C15orf40
C15orf61	1	C15orf61
C15orf62	1	C15orf62
C16orf46	1	C16orf46
C16orf74	1	C16orf74
C16orf86	1	C16orf86
C16orf87	1	C16orf87
C16orf89	1	C16orf89
C16orf95	1	C16orf95
C16orf95-DT	1	LOC101928659
C17orf100	1	C17orf100
C17orf107	1	C17orf107
C17orf113	1	C17orf113
C17orf58	1	C17orf58
C17orf67	1	C17orf67
C17orf75	1	C17orf75
C17orf80	1	C17orf80
C17orf97	1	C17orf97
C18orf21	1	C18orf21
C18orf25	1	C18orf25
C18orf54	1	C18orf54
C19orf12	1	C19orf12
C19orf18	1	C19orf18
C19orf25	1	C19orf25
C19orf33	1	C19orf33
C19orf38	1	C19orf38
C19orf44	1	C19orf44
C19orf47	1	C19orf47
C19orf48P	1	C19orf48
C19orf53	1	C19orf53
C19orf73	1	C19orf73
C1D	1	C1D
C1GALT1	1	C1GALT1
C1GALT1C1	1	C1GALT1C1
C1GALT1C1L	1	C1GALT1C1L
C1QBP	1	C1QBP
C1QL1	1	C1QL1
C1QTNF1	1	C1QTNF1
C1QTNF12	1	C1QTNF12
C1QTNF2	1	C1QTNF2
C1QTNF3	1	C1QTNF3
C1QTNF4	1	C1QTNF4
C1QTNF6	1	C1QTNF6
C1QTNF7	1	C1QTNF7
C1R	1	C1R
C1RL	1	C1RL
C1RL-AS1	1	C1RL-AS1
C1S	1	C1S
C1orf109	1	C1orf109
C1orf112	1	C1orf112
C1orf115	1	C1orf115
C1orf122	1	C1orf122
C1orf131	1	C1orf131
C1orf159	1	C1orf159
C1orf162	1	C1orf162
C1orf167	1	C1orf167
C1orf174	1	C1orf174
C1orf198	1	C1orf198
C1orf21	1	C1orf21
C1orf216	1	C1orf216
C1orf220	1	C1orf220
C1orf226	1	C1orf226
C1orf35	1	C1orf35
C1orf43	1	C1orf43
C1orf50	1	C1orf50
C1orf52	1	C1orf52
C1orf53	1	C1orf53
C1orf54	1	C1orf54
C1orf56	1	C1orf56
C1orf74	1	C1orf74
C2	1	C2
C20orf204	1	C20orf204
C20orf96	1	C20orf96
C21orf58	1	C21orf58
C21orf62-AS1	1	C21orf62-AS1
C21orf91	1	C21orf91
C22orf15	1	C22orf15
C22orf23	1	C22orf23
C22orf39	1	C22orf39
C22orf46P	1	C22orf46
C2CD2	1	C2CD2
C2CD2L	1	C2CD2L
C2CD3	1	C2CD3
C2CD4D-AS1	1	LOC100132111
C2CD5	1	C2CD5
C2CD6	1	C2CD6
C2orf15	1	C2orf15
C2orf27A	1	C2orf27A
C2orf49	1	C2orf49
C2orf66	1	C2orf66
C2orf68	1	C2orf68
C2orf69	1	C2orf69
C2orf74	1	C2orf74
C2orf76	1	C2orf76
C2orf81	1	C2orf81
C2orf88	1	C2orf88
C2orf92	1	C2orf92
C3	1	C3
C3orf14	1	C3orf14
C3orf18	1	C3orf18
C3orf20	1	C3orf20
C3orf33	1	C3orf33
C3orf38	1	C3orf38
C3orf52	1	C3orf52
C3orf62	1	C3orf62
C3orf70	1	C3orf70
C3orf80	1	C3orf80
C4orf3	1	C4orf3
C4orf33	1	C4orf33
C4orf36	1	C4orf36
C4orf46	1	C4orf46
C4orf47	1	C4orf47
C4orf48	1	C4orf48
C5AR1	1	C5AR1
C5AR2	1	C5AR2
C5orf15	1	C5orf15
C5orf22	1	C5orf22
C5orf24	1	C5orf24
C5orf34	1	C5orf34
C5orf63	1	C5orf63
C6	1	C6
C6orf120	1	C6orf120
C6orf132	1	C6orf132
C6orf136	1	C6orf136
C6orf163	1	C6orf163
C6orf226	1	C6orf226
C6orf47	1	C6orf47
C6orf52	1	C6orf52
C6orf62	1	C6orf62
C6orf89	1	C6orf89
C7	1	C7
C7orf25	1	C7orf25
C7orf31	1	C7orf31
C7orf50	1	C7orf50
C8G	1	C8G
C8orf33	1	C8orf33
C8orf34	1	C8orf34
C8orf34-AS1	1	C8orf34-AS1
C8orf44	1	C8orf44
C8orf48	1	C8orf48
C8orf58	1	C8orf58
C8orf76	1	C8orf76
C8orf82	1	C8orf82
C8orf88	1	C8orf88
C9	1	C9
C9orf24	1	C9orf24
C9orf40	1	C9orf40
C9orf43	1	C9orf43
C9orf50	1	C9orf50
C9orf64	1	C9orf64
C9orf72	1	C9orf72
C9orf78	1	C9orf78
C9orf85	1	C9orf85
CA11	1	CA11
CA12	1	CA12
CA13	1	CA13
CA2	1	CA2
CA3	1	CA3
CA5B	1	CA5B
CA5BP1	1	CA5BP1
CA9	1	CA9
CAAP1	1	CAAP1
CAB39L	1	CAB39L
CABIN1	1	CABIN1
CABLES1	1	CABLES1
CABLES2	1	CABLES2
CABP1	1	CABP1
CABYR	1	CABYR
CACFD1	1	CACFD1
CACHD1	1	CACHD1
CACNA1A	1	CACNA1A
CACNA1C	1	CACNA1C
CACNA1D	1	CACNA1D
CACNA1G	1	CACNA1G
CACNA1H	1	CACNA1H
CACNA2D1	1	CACNA2D1
CACNA2D2	1	CACNA2D2
CACNA2D3	1	CACNA2D3
CACNA2D4	1	CACNA2D4
CACNB1	1	CACNB1
CACNB2	1	CACNB2
CACNB3	1	CACNB3
CACNB4	1	CACNB4
CACTIN	1	CACTIN
CACTIN-AS1	1	CACTIN-AS1
CACUL1	1	CACUL1
CACYBP	1	CACYBP
CAD	1	CAD
CADM1	1	CADM1
CADM3	1	CADM3
CADM3-AS1	1	CADM3-AS1
CADM4	1	CADM4
CADPS2	1	CADPS2
CAHM	1	CAHM
CALCOCO1	1	CALCOCO1
CALCRL	1	CALCRL
CALD1	1	CALD1
CALHM2	1	CALHM2
CALHM5	1	CALHM5
CALHM6	1	CALHM6
CALM1	1	CALM1
CALM2	1	CALM2
CALM3	1	CALM3
CALML4	1	CALML4
CALML6	1	CALML6
CALR	1	CALR
CALU	1	CALU
CAMK1	1	CAMK1
CAMK1D	1	CAMK1D
CAMK2A	1	CAMK2A
CAMK2B	1	CAMK2B
CAMK2D	1	CAMK2D
CAMK2G	1	CAMK2G
CAMK2N1	1	CAMK2N1
CAMK2N2	1	CAMK2N2
CAMK4	1	CAMK4
CAMKK1	1	CAMKK1
CAMKK2	1	CAMKK2
CAMKMT	1	CAMKMT
CAMLG	1	CAMLG
CAMSAP1	1	CAMSAP1
CAMSAP2	1	CAMSAP2
CAMTA1	1	CAMTA1
CAMTA1-DT	1	CAMTA1-DT
CAMTA2	1	CAMTA2
CAND1	1	CAND1
CAND2	1	CAND2
CANT1	1	CANT1
CANX	1	CANX
CAP1	1	CAP1
CAP2	1	CAP2
CAPG	1	CAPG
CAPN1	1	CAPN1
CAPN1-AS1	1	LOC728975
CAPN10	1	CAPN10
CAPN10-DT	1	CAPN10-DT
CAPN12	1	CAPN12
CAPN14	1	CAPN14
CAPN15	1	CAPN15
CAPN2	1	CAPN2
CAPN3	1	CAPN3
CAPN5	1	CAPN5
CAPN7	1	CAPN7
CAPNS1	1	CAPNS1
CAPRIN1	1	CAPRIN1
CAPS	1	CAPS
CAPS2	1	CAPS2
CAPZA1	1	CAPZA1
CAPZA2	1	CAPZA2
CAPZB	1	CAPZB
CARD10	1	CARD10
CARD11	1	CARD11
CARD16	1	CARD16
CARD19	1	CARD19
CARD6	1	CARD6
CARD8	1	CARD8
CARD8-AS1	1	CARD8-AS1
CARD9	1	CARD9
CARF	1	CARF
CARHSP1	1	CARHSP1
CARM1	1	CARM1
CARMIL1	1	CARMIL1
CARMIL2	1	CARMIL2
CARMIL3	1	CARMIL3
CARMN	1	CARMN
CARNMT1	1	CARNMT1
CARNS1	1	CARNS1
CARS1	1	CARS
CARS2	1	CARS2
CASC11	1	CASC11
CASC15	1	CASC15
CASC2	1	CASC2
CASC3	1	CASC3
CASC8	1	CASC8
CASD1	1	CASD1
CASK	1	CASK
CASKIN1	1	CASKIN1
CASKIN2	1	CASKIN2
CASP1	1	CASP1
CASP10	1	CASP10
CASP2	1	CASP2
CASP3	1	CASP3
CASP4	1	CASP4
CASP4LP	1	CASP17P
CASP7	1	CASP7
CASP8	1	CASP8
CASP8AP2	1	CASP8AP2
CASP9	1	CASP9
CASS4	1	CASS4
CAST	1	CAST
CASTOR1	1	CASTOR1
CASTOR2	1	CASTOR2
CASTOR3P	1	CASTOR3
CASZ1	1	CASZ1
CAT	1	CAT
CATSPER1	1	CATSPER1
CATSPER2	1	CATSPER2
CATSPER2P1	1	CATSPER2P1
CATSPER3	1	CATSPER3
CATSPERE	1	CATSPERE
CATSPERG	1	CATSPERG
CAV1	1	CAV1
CAV2	1	CAV2
CAVIN1	1	CAVIN1
CAVIN2	1	CAVIN2
CAVIN3	1	CAVIN3
CAVIN4	1	CAVIN4
CBARP	1	CBARP
CBFA2T2	1	CBFA2T2
CBFB	1	CBFB
CBL	1	CBL
CBLB	1	CBLB
CBLL1	1	CBLL1
CBLL1-AS1	1	LOC101927974
CBLN3	1	CBLN3
CBR1	1	CBR1
CBR3	1	CBR3
CBR3-AS1	1	CBR3-AS1
CBR4	1	CBR4
CBS	1	CBS
CBX1	1	CBX1
CBX2	1	CBX2
CBX3	1	CBX3
CBX3P2	1	CBX3P2
CBX4	1	CBX4
CBX6	1	CBX6
CBX7	1	CBX7
CBX8	1	CBX8
CBY1	1	CBY1
CC2D1A	1	CC2D1A
CC2D1B	1	CC2D1B
